1462|Unforgotten: Twenty-Five Years After Willowbrook|m.0crtqqk
1463|That Old Feeling|m.0g2v3p
1464|Lost Highway|m.01d259
1465|Rosewood|m.08n4j3
1466|Donnie Brasco|m.06cpd9
1467|Salut cousin!|m.0b669jb
1468|Booty Call|m.04qkcl
1470|Rhyme & Reason|m.04cswcw
1471|Boys Life 2|m.055z9d
1472|City of Industry|m.0f1vf7
1473|Best Men|m.08lkg6
1474|Jungle2Jungle (a.k.a. Jungle 2 Jungle)|m.04m3tn
1475|Kama Sutra: A Tale of Love|m.03h8rg
1476|Private Parts|m.028b3bj
1477|Love Jones|m.0849_s
1479|Saint, The|m.05b_fl
1480|Smilla's Sense of Snow|m.03mbdgx
1482|Van, The|m.047gqfd
1483|Crash|m.06kl78
1484|Daytrippers, The|m.09jbn5
1485|Liar Liar|m.0309c5
1486|Quiet Room, The|m.07s4vp7
1487|Selena|m.01p8m2
1488|Devil's Own, The|m.031txz
1489|Cats Don't Dance|m.031bd0
1490|B*A*P*S|m.086s7z
1493|Love and Other Catastrophes|m.0kv7q4
1494|Sixth Man, The|
1495|Turbo: A Power Rangers Movie|m.05f64z
1496|Anna Karenina|m.02rf_2h
1497|Double Team|m.087k4r
1498|Inventing the Abbotts|m.07bj76
1499|Anaconda|m.03459x
1500|Grosse Pointe Blank|m.058q46
1501|Keys to Tulsa|m.07jsv1
1502|Kissed|m.0bph8n
1503|8 Heads in a Duffel Bag|m.0b0102
1504|Hollow Reed|m.052ks3q
1507|Paradise Road|m.0bvvw7
1508|Traveller|m.0dy16d
1509|All Over Me|m.071x8p
1510|Brother's Kiss, A|m.0bvmqjd
1511|A Chef in Love|m.026dvsf
1513|Romy and Michele's High School Reunion|m.01cms4
1514|Temptress Moon (Feng Yue)|m.03bxff
1515|Volcano|m.02nlfw
1516|Children of the Revolution|m.0fm079
1517|Austin Powers: International Man of Mystery|m.013q0p
1518|Breakdown|m.05rrvj
1519|Broken English|m.02880kr
1520|Commandments|m.0bmbftx
1522|Ripe|m.02w57rn
1523|Truth or Consequences, N.M.|m.0bwrjx
1524|Turning, The|m.0kvd18
1525|Warriors of Virtue|m.0c2xsg
1526|Fathers' Day|m.03tpl2
1527|Fifth Element, The|m.0125xq
1528|Intimate Relations|m.05smxy
1529|Nowhere|m.04jvls
1531|Losing Chase|m.08yrpyp
1532|Sprung|m.08gm0q
1533|Promise, The (La Promesse)|m.096rvd
1534|Bonheur, Le|m.0642ff8
1535|Love! Valour! Compassion!|m.04ctwyf
1537|Shall We Dance? (Shall We Dansu?)|m.04sm94
1538|Second Jungle Book: Mowgli & Baloo, The|m.0dpkp_
1539|Twin Town|m.05q848
1541|Addicted to Love|m.01v84j
1542|Brassed Off|m.04ngxk
1543|Designated Mourner, The|m.0cjcvt8
1544|Lost World: Jurassic Park, The|m.0315rp
1545|Ponette|m.08gl5b
1546|Schizopolis|m.02lscw
1547|Shiloh|m.026dk1k
1548|War at Home, The|m.04w1p1
1549|Rough Magic|m.04j2t3y
1550|Trial and Error|m.0c3lr0
1551|Buddy|m.0gd7ys
1552|Con Air|m.01qb559
1553|Late Bloomers|m.0crrmxx
1554|Pillow Book, The|m.02tgd2
1555|To Have, or Not|m.0b7bn1r
1556|Speed 2: Cruise Control|m.0419kt
1557|Squeeze|m.04j2ycz
1558|Sudden Manhattan|m.0crsfc1
1559|Next Step, The|m.04j2_kg
1561|Wedding Bell Blues|m.02w6yl0
1562|Batman & Robin|m.01hqk
1563|Dream With the Fishes|m.06w9qhg
1564|Roseanna's Grave (For Roseanna)|m.0b6p8b6
1565|Head Above Water|m.06t28m
1566|Hercules|m.016017
1567|Last Time I Committed Suicide, The|m.0670l0
1568|MURDER and murder|m.0gx2zzl
1569|My Best Friend's Wedding|m.01pgnr
1570|Tetsuo II: Body Hammer|m.0brs6b
1571|When the Cats Away (Chacun cherche son chat)|m.0d53ny
1572|Contempt (Le Mépris)|m.046t_0
1573|Face/Off|m.02_fz3
1574|Fall|m.04j1zl8
1575|Gabbeh|m.0cm6ts
1577|Mondo|m.0gttlgg
1578|Innocent Sleep, The|m.0dlmnc9
1579|For Ever Mozart|m.0479kqt
1580|Men in Black|m.016dj8
1581|Out to Sea|m.06_w9f
1582|Wild America|m.0f00sg
1583|Simple Wish, A|m.0345ll
1584|Contact|m.026lgs
1585|Love Serenade|m.02prkmj
1586|G.I. Jane|m.034f7w
1587|Conan the Barbarian|m.09csq1
1588|George of the Jungle|m.09c_pm
1589|Cop Land|m.0417k8
1590|Event Horizon|m.03vfz3
1591|Spawn|m.04zd28
1592|Air Bud|m.04h3br
1593|Picture Perfect|m.0fyg25
1594|In the Company of Men|m.02cky7
1595|Free Willy 3: The Rescue|m.0bdj28
1596|Career Girls|m.08m026
1597|Conspiracy Theory|m.0127ps
1598|Desperate Measures|m.06lpgy
1599|Steel|m.06m78c
1600|She's So Lovely|m.07c0_4
1601|Hoodlum|m.060p1m
1602|Leave It to Beaver|m.0g7vvf
1603|Mimic|m.04d0ng
1604|Money Talks|m.05h92k
1605|Excess Baggage|m.09bpft
1606|Kull the Conqueror|m.05b7dt
1608|Air Force One|m.01jmyj
1609|187|m.06_z5q
1610|Hunt for Red October, The|m.09ldwy
1611|My Own Private Idaho|m.02vrpz
1612|Kiss Me, Guido|m.0fwd14
1613|Star Maps|m.0b_zqd8
1614|In & Out|m.01633c
1615|Edge, The|m.018tmf
1616|Peacemaker, The|m.034scm
1617|L.A. Confidential|m.011yqc
1619|Seven Years in Tibet|m.02psgy6
1620|Kiss the Girls|m.04cpvs
1621|Soul Food|m.043ncp
1622|Kicked in the Head|m.04j30k9
1623|Wishmaster|m.02brzs
1624|Thousand Acres, A|m.0ctnhv
1625|Game, The|m.0b6ft5
1626|Fire Down Below|m.0hqvw
1627|U Turn|m.07c11y
1628|Locusts, The|m.05h1qc5
1629|MatchMaker, The|m.0dy5cg
1630|Lay of the Land, The|
1631|Assignment, The|m.027wwyf
1632|Smile Like Yours, A|m.0b77v3j
1633|Ulee's Gold|m.0170w2
1635|Ice Storm, The|m.0kvgxk
1636|Stag|m.04yb3l5
1639|Chasing Amy|m.0gd92
1640|How to Be a Player|m.0bp3r0
1641|Full Monty, The|m.011yph
1642|Indian Summer (a.k.a. Alive & Kicking)|m.0dddh03
1643|Mrs. Brown (Her Majesty, Mrs. Brown)|m.01242_
1644|I Know What You Did Last Summer|m.01lt24
1645|Devil's Advocate, The|m.031s5z
1646|Rocket Man|m.0dkhyx
1647|Playing God|m.0gg285
1648|House of Yes, The|m.06nmwj
1649|Fast, Cheap & Out of Control|m.01zh0v
1650|Washington Square|m.03cvqpc
1651|Telling Lies in America|m.0d01hx
1652|Year of the Horse|m.066d6g
1653|Gattaca|m.0bscw
1654|FairyTale: A True Story|m.097j2g
1655|Phantoms|m.02ry6wf
1656|Swept from the Sea|m.07dbcw
1657|Wonderland|m.09sfcjs
1658|Life Less Ordinary, A|m.03pjlk
1659|Hurricane Streets|m.0d_q16
1660|Eve's Bayou|m.06r6x8
1661|Switchback|m.0d2pd7
1662|Gang Related|m.0cc2r_
1663|Stripes|m.02q2jw
1664|Nénette et Boni|m.02rdyyz
1665|Bean|m.0d1s52
1666|Hugo Pool|m.02qh42w
1667|Mad City|m.02wz313
1668|One Night Stand|m.0d7z7_
1669|Tango Lesson, The|m.01m_90
1670|Welcome To Sarajevo|m.0893dl
1671|Deceiver|m.03cp2z2
1672|Rainmaker, The|m.01b195
1673|Boogie Nights|m.02b6n9
1674|Witness|m.0llcx
1675|Incognito|m.02rmcwr
1676|Starship Troopers|m.01cycq
1677|Critical Care|m.05zplhz
1678|Joy Luck Club, The|m.0dq_ss
1679|Chairman of the Board|m.03yndc
1680|Sliding Doors|m.05kxf3
1681|Mortal Kombat: Annihilation|m.02g5q1
1682|Truman Show, The|m.01hv3t
1683|Wings of the Dove, The|m.09z2b7
1684|Mrs. Dalloway|m.0bsl5lg
1685|I Love You, I Love You Not|m.0fhyx0
1686|Red Corner|m.08kmsx
1687|Jackal, The|m.04sntd
1688|Anastasia|m.01pvxl
1689|Man Who Knew Too Little, The|m.07ffzp
1690|Alien: Resurrection|m.01f7gh
1692|Alien Escape|
1693|Amistad|m.0260bz
1694|Apostle, The|m.0170v9
1695|Artemisia|m.04636kl
1696|Bent|m.07s7cs5
1697|Big Bang Theory, The|m.0gt3gk
1698|Boys, Les|m.076xvp
1699|Butcher Boy, The|m.02qg_qm
1701|Deconstructing Harry|m.06lpmt
1702|Flubber|m.04vcfx
1703|For Richer or Poorer|m.06_557
1704|Good Will Hunting|m.011ypx
1705|Guy|m.064kfzd
1706|Harlem River Drive|m.0crrypw
1707|Home Alone 3|m.033g39
1708|Ill Gotten Gains|m.04j35l2
1709|Legal Deceit|m.0ghqnkd
1710|Man of Her Dreams|m.0gkrj7q
1711|Midnight in the Garden of Good and Evil|m.05_5rjx
1713|Mouse Hunt|m.06yx4x
1714|Never Met Picasso|m.04j1m3m
1715|Office Killer|m.04bb7p
1716|Other Voices, Other Rooms|m.04j2fss
1717|Scream 2|m.02v5_g
1718|Stranger in the House|m.0czcskx
1719|Sweet Hereafter, The|m.02r858_
1720|Time Tracers|
1721|Titanic|m.0dr_4
1722|Tomorrow Never Dies|m.01v1ln
1723|Twisted|m.02ptqql
1724|Full Speed|g.122dshst
1725|Education of Little Tree, The|m.04j2wf9
1726|Postman, The|m.0kvbl6
1727|Horse Whisperer, The|m.033s0w
1728|Winter Guest, The|m.04hkxs
1729|Jackie Brown|m.0234j5
1730|Kundun|m.05dy7p
1731|Mr. Magoo|m.09c_lj
1732|Big Lebowski, The|m.07bwr
1733|Afterglow|m.02jvd9
1734|My Life in Pink (Ma vie en rose)|m.05pn9p
1735|Great Expectations|m.027tvnh
1738|Vermin|
1739|3 Ninjas: High Noon On Mega Mountain|m.0cchnx
1740|Men of Means|m.0bch0t_
1741|Midaq Alley (Callejón de los milagros, El)|
1742|Caught Up|m.05zn3t_
1743|Arguing the World|m.05v7hrx
1744|Firestorm|m.0f8t7l
1746|Senseless|m.0bnxck
1747|Wag the Dog|m.0n1s0
1748|Dark City|m.063m9m
1749|Leading Man, The|m.03y062v
1750|Star Kid|m.0h67rf
1752|Hard Rain|m.06gyxs
1753|Half Baked|m.03259y
1754|Fallen|m.04bpzh
1755|Shooting Fish|m.077vj_
1756|Prophecy II, The|m.0815dq
1757|Duoluo tianshi|m.02xx4s
1758|Dangerous Beauty|
1759|Four Days in September|m.059wxk
1760|Spice World|m.0bz6sq
1762|Deep Rising|m.07wmn_
1764|Tainted|
1765|Letter From Death Row, A|m.03nxgqz
1767|Music From Another Room|m.091f4r
1768|Mat' i syn|m.07yj82k
1769|Replacement Killers, The|m.04qbts
1770|B. Monkey|m.0cc7kxx
1771|Night Flier|m.026yk2c
1772|Blues Brothers 2000|m.01jnc_
1773|Tokyo Fist|m.09twfb
1774|Mass Transit|
1776|Ride|m.04g01zc
1777|Wedding Singer, The|m.02bhsc
1779|Sphere|m.04rncw
1780|Ayn Rand: A Sense of Life|m.04z_svj
1781|Further Gesture, A|m.0b67tg9
1782|Little City|m.0gffwj
1783|Palmetto|m.089d0v
1784|As Good As It Gets|m.011yn5
1785|King of New York|m.03flsn
1787|Paralyzing Fear: The Story of Polio in America, A|m.0crtbs5
1788|Men With Guns|m.0crrp4b
1789|Sadness of Sex, The|m.0gkrghc
1791|Twilight|m.03f418
1792|U.S. Marshalls|m.06p_zf
1793|Welcome to Woop-Woop|m.06zb09
1794|Love and Death on Long Island|m.01s7gq
1795|Callejón de los milagros, El|m.04j1zrk
1796|In God's Hands|m.094qc4
1797|Everest|m.092cdq
1798|Hush|m.06wn0b
1799|Suicide Kings|m.04tty2
1801|Man in the Iron Mask, The|m.0d61px
1804|Newton Boys, The|m.035s95
1805|Wild Things|m.026qnn
1806|Paulie|m.02mptd
1807|Cool Dry Place, A|m.0315tc
1809|Hana-bi|m.0381zv
1810|Primary Colors|m.02q7fl9
1811|Niagara, Niagara|m.0h2lfh
1812|Wide Awake|m.040tbq
1814|Price Above Rubies, A|m.03hl_76
1815|Eden|m.04j34hv
1816|Two Girls and a Guy|m.026nvn_
1817|No Looking Back|m.02w2_wg
1819|Storefront Hitchcock|m.0bggqy9
1820|Proposition, The|m.0b4cwmx
1821|Object of My Affection, The|m.01qjx3
1822|Meet the Deedles|m.0275_l2
1824|Homegrown|m.02r53vq
1825|Player's Club, The|m.072hxn
1826|Barney's Great Adventure|m.0c_swc
1827|Big One, The|m.02xctk
1829|Chinese Box|m.024j4p
1830|Follow the Bitch|
1831|Lost in Space|m.02qlp4
1832|Heaven's Burning|m.0524dw0
1833|Mercury Rising|m.032_yq
1834|Spanish Prisoner, The|m.068h4t
1835|City of Angels|m.014_x2
1836|Last Days of Disco, The|m.08jfdl
1837|Odd Couple II, The|m.06_xrn
1839|My Giant|m.0br30k
1840|He Got Game|m.05k4z0
1841|Gingerbread Man, The|m.0g3g0y
1842|Illtown|m.0b6j92b
1843|Slappy and the Stinkers|m.0g5v93
1844|Live Flesh|m.0b87gw
1845|Zero Effect|m.091ckd
1846|Nil By Mouth|m.09_tf4
1847|Ratchet|
1848|Borrowers, The|m.02vrd4z
1849|Prince Valiant|m.09g9dc7
1850|I Love You, Don't Touch Me!|m.04j1cvh
1851|Leather Jacket Love Story|m.03m4lkv
1852|Love Walked In|m.03grqn0
1853|Alan Smithee Film: Burn Hollywood Burn, An|m.01mszz
1854|Kissing a Fool|m.08vh65
1855|Krippendorf's Tribe|m.0cr8t2
1856|Kurt & Courtney|m.042599
1857|Real Blonde, The|m.06fhrc
1858|Mr. Nice Guy|m.02_s29
1859|Taste of Cherry|m.062tfl
1860|Character (Karakter)|m.01x835
1861|Junk Mail|m.0h0k93
1862|Species II|m.0346m0
1863|Major League: Back to the Minors|m.0c8w1f
1864|Sour Grapes|m.06_3rp
1865|Wild Man Blues|m.0cm37s
1866|Big Hit, The|m.03fygl
1867|Tarzan and the Lost City|m.0dq7ft
1868|Truce, The|
1869|Black Dog|m.08bq1f
1870|Dancer, Texas Pop. 81|m.0896wk
1871|Friend of the Deceased, A|m.0bggkyq
1872|Go Now|m.0h0t80
1873|Misérables, Les|m.05sjt9
1874|Still Breathing|m.0bl0zs
1875|Clockwatchers|m.03vn8x
1876|Deep Impact|m.01q2nx
1877|Little Men|
1878|Woo|m.05zq5_
1879|Hanging Garden, The|m.0192gm
1880|Lawn Dogs|m.07hgy8
1881|Quest for Camelot|m.04q4fh
1882|Godzilla|m.04fzfj
1883|Bulworth|m.02v8kmz
1884|Fear and Loathing in Las Vegas|m.0f8j13
1885|Opposite of Sex, The|m.04h41v
1886|I Got the Hook Up|m.0f20sd
1887|Almost Heroes|m.05fkxp
1888|Hope Floats|m.08vdz8
1889|Insomnia|m.0cly9s
1890|Little Boy Blue|m.05bzs3_
1891|Ugly, The|m.0fl2jh
1892|Perfect Murder, A|m.019wds
1893|Beyond Silence|m.02vxykh
1894|Six Days Seven Nights|m.01_wsl
1895|Can't Hardly Wait|m.02f25m
1896|Cousin Bette|m.04j373n
1897|High Art|m.051tnm
1898|Land Girls, The|m.01kyyl
1899|Passion in the Desert|m.026kv_j
1900|Children of Heaven, The (Bacheha-Ye Aseman)|m.03pnwz
1901|Dear Jesse|m.03n4qw
1902|Dream for an Insomniac|m.07hrkp
1903|Hav Plenty|m.0d7w1d
1904|Henry Fool|m.0bjp8w
1905|Marie Baie Des Anges|m.0bbdr5n
1906|Mr. Jealousy|m.03cw29q
1907|Mulan|m.0fgrm
1908|Resurrection Man|m.0bdxg07
1909|X-Files: Fight the Future, The|m.0443v1
1910|I Went Down|m.02722jh
1911|Doctor Dolittle|m.07j_qm
1912|Out of Sight|m.02jkkv
1913|Picnic at Hanging Rock|m.0fbdcb
1914|Smoke Signals|m.0540f_
1915|Voyage to the Beginning of the World|m.05q7688
1916|Buffalo 66|m.01fxc3
1917|Armageddon|m.0ds33
1918|Lethal Weapon 4|m.033g4d
1919|Madeline|m.02rmhgg
1920|Small Soldiers|m.01738w
1921|Pi|m.02bz36
1922|Whatever|m.02slc47
1923|There's Something About Mary|m.01pgp6
1924|Plan 9 from Outer Space|m.068_g
1925|Wings|m.0gkm1
1926|Broadway Melody, The|m.0glt1
1927|All Quiet on the Western Front|m.0cbl95
1928|Cimarron|m.07b506
1929|Grand Hotel|m.0c5wn
1930|Cavalcade|m.0b8388
1931|Mutiny on the Bounty|m.0bbgly
1932|Great Ziegfeld, The|m.0c3hq
1933|Life of Émile Zola, The|m.0c1l7
1934|You Can't Take It With You|m.04d_mvd
1935|How Green Was My Valley|m.0cq8qq
1936|Mrs. Miniver|m.0cq8nx
1937|Going My Way|m.0bmpm
1938|Lost Weekend, The|m.0bm2x
1939|Best Years of Our Lives, The|m.0bl5c
1940|Gentleman's Agreement|m.0bkq7
1941|Hamlet|m.0kt_4
1942|All the King's Men|m.0c5qvw
1943|Greatest Show on Earth, The|m.0bl06
1944|From Here to Eternity|m.0bm2g
1945|On the Waterfront|m.0bmhn
1946|Marty|m.0gysrn1
1947|West Side Story|m.0ccd3x
1948|Tom Jones|m.0p4v_
1949|Man for All Seasons, A|m.0cq806
1950|In the Heat of the Night|m.05qm9f
1951|Oliver!|m.0cq86w
1952|Midnight Cowboy|m.0bl1_
1953|French Connection, The|m.0pd64
1954|Rocky|m.0cf08
1955|Kramer Vs. Kramer|m.0p_th
1956|Ordinary People|m.0qm98
1957|Chariots of Fire|m.01qz5
1958|Terms of Endearment|m.0sxfd
1959|Out of Africa|m.0mcl0
1960|Last Emperor, The|m.0ywrc
1961|Rain Man|m.0yx_w
1962|Driving Miss Daisy|m.0yyts
1963|Take the Money and Run|m.01rn7k
1964|Klute|m.01gm5j
1965|Repo Man|m.06m2j
1966|Metropolitan|m.09gjyq
1967|Labyrinth|m.0184tc
1968|Breakfast Club, The|m.07cfg
1969|Nightmare on Elm Street Part 2: Freddy's Revenge, A|m.08mczf
1970|Nightmare on Elm Street 3: Dream Warriors, A|m.08md07
1971|Nightmare on Elm Street 4: The Dream Master, A|m.08md65
1972|Nightmare on Elm Street 5: The Dream Child, A|m.08md6z
1973|Freddy's Dead: The Final Nightmare|m.08dl83
1974|Friday the 13th|m.016mng
1975|Friday the 13th Part 2|m.07022t
1976|Friday the 13th Part 3: 3D|m.073bl9
1977|Friday the 13th: The Final Chapter|m.07m7j8
1978|Friday the 13th Part V: A New Beginning|m.0743ql
1979|Friday the 13th Part VI: Jason Lives|m.0732_0
1980|Friday the 13th Part VII: The New Blood|m.07m7ls
1981|Friday the 13th Part VIII: Jason Takes Manhattan|m.075xrl
1982|Halloween|m.0m3gy
1983|Halloween II|m.06d5sb
1984|Halloween III: Season of the Witch|m.01k866
1985|Halloween 4: The Return of Michael Myers|m.06d6ch
1986|Halloween 5: The Revenge of Michael Myers|m.06d6nx
1987|Prom Night|m.07h_rj
1988|Hello Mary Lou: Prom Night II|m.0gbs1h
1989|Prom Night III: The Last Kiss|m.0gcvgc
1990|Prom Night IV: Deliver Us From Evil|m.0gcvny
1991|Child's Play|m.02mkzj
1992|Child's Play 2|m.02ml29
1993|Child's Play 3|m.02mkys
1994|Poltergeist|m.0h21v2
1995|Poltergeist II: The Other Side|m.0h224p
1996|Poltergeist III|m.0959db
1997|Exorcist, The|m.035yn8
1998|Exorcist II: The Heretic|m.02r71n
1999|Exorcist III, The|m.04nkm_
2000|Lethal Weapon|m.01j65x
2001|Lethal Weapon 2|m.033g1f
2002|Lethal Weapon 3|m.033g3n
2003|Gremlins|m.021s41
2004|Gremlins 2: The New Batch|m.04sr1h
2005|Goonies, The|m.0mbql
2006|Mask of Zorro, The|m.034b6k
2007|Polish Wedding|m.0fhxrz
2008|This World, Then the Fireworks|m.0gkqym3
2009|Soylent Green|m.0cc7x
2010|Metropolis|m.0d6b7
2011|Back to the Future Part II|m.01f7jt
2012|Back to the Future Part III|m.01f7kl
2013|Poseidon Adventure, The|m.02k1pr
2014|Freaky Friday|m.0kv9wh
2015|Absent Minded Professor, The|m.051s4m
2016|Apple Dumpling Gang Rides Again, The|m.0dfd87
2017|Babes in Toyland|m.056rwf
2018|Bambi|m.04j1zjw
2019|Seven Samurai (The Magnificent Seven) (Shichinin no samurai)|m.07q78
2020|Dangerous Liaisons|m.0k2cb
2021|Dune|m.0jdgr
2022|Last Temptation of Christ, The|m.026fm_6
2023|Godfather: Part III, The|m.0y_yw
2024|Rapture, The|m.0bght1
2025|Lolita|m.06c753
2026|Disturbing Behavior|m.06dfq2
2027|Mafia!|m.0b6rpt
2028|Saving Private Ryan|m.07024
2029|Billy's Hollywood Screen Kiss|m.0gx0my
2030|East Palace West Palace (Dong gong xi gong)|m.07lf83
2031|$1,000,000 Duck|m.02z9wk7
2032|Barefoot Executive, The|m.02qx1v_
2033|Black Cauldron, The|m.03dbyz
2034|Black Hole, The|m.01y4gy
2035|Blackbeard's Ghost|m.0clc0j
2036|Blank Check|m.040mw3
2037|Candleshoe|m.06xdbl
2038|Cat from Outer Space, The|m.05z1lf
2039|Cheetah|m.03gxl4n
2040|Computer Wore Tennis Shoes, The|m.0dmln6
2041|Condorman|m.0970rb
2042|D2: The Mighty Ducks|m.08pfr9
2043|Darby O'Gill and the Little People|m.012qf4
2044|Devil and Max Devlin, The|m.0cjmr_
2045|Far Off Place, A|m.0dfy12
2046|Flight of the Navigator|m.05k8wg
2047|Gnome-Mobile, The|m.045pfm
2048|Great Mouse Detective, The|m.01smnw
2049|Happiest Millionaire, The|m.01_4fw
2050|Herbie Goes Bananas|m.0729lc
2051|Herbie Goes to Monte Carlo|m.02k4tj
2052|Hocus Pocus|m.06977k
2053|Honey, I Blew Up the Kid|m.03qflm
2054|Honey, I Shrunk the Kids|m.04000h
2055|Hot Lead and Cold Feet|m.0fmhrt
2056|In Search of the Castaways|m.04g0nkv
2057|Incredible Journey, The|m.05zrfn5
2058|Negotiator, The|m.01510v
2059|Parent Trap, The|m.06y611
2060|BASEketball|m.037s0_
2061|Full Tilt Boogie|m.0f__19
2062|Governess, The|m.02vytc5
2063|Seventh Heaven (Le Septième ciel)|m.01296pb6
2064|Roger & Me|m.0p65b
2065|Purple Rose of Cairo, The|m.05jf85
2066|Out of the Past|m.0j_wf
2067|Doctor Zhivago|m.0glbqt
2068|Fanny and Alexander|m.02gd6x
2069|Trip to Bountiful, The|m.01k61l
2070|Tender Mercies|m.0sxhp
2071|And the Band Played On|m.03cffvv
2072|'burbs, The|m.02v5nx
2073|Fandango|m.05jn1q
2074|Night Porter, The (Il Portiere di notte)|m.03gmsc
2075|Mephisto|m.0g_k0j
2076|Blue Velvet|m.0191n
2077|Journey of Natty Gann, The|m.059wnx
2078|Jungle Book, The|m.032bm6
2079|Kidnapped|m.0kvcr9
2080|Lady and the Tramp|m.01q3w7
2081|Little Mermaid, The|m.01ry_x
2082|Mighty Ducks, The|m.02p775
2083|Muppet Christmas Carol, The|m.04904n
2084|Newsies|m.03s44q
2085|101 Dalmatians|m.018gvp
2086|One Magic Christmas|m.06_2q4
2087|Peter Pan|m.03wh35
2088|Popeye|m.04tz52
2089|Rescuers Down Under, The|m.01jjb4
2090|Rescuers, The|m.01cm8w
2091|Return from Witch Mountain|m.05r3nm
2092|Return of Jafar, The|m.01_5ph
2093|Return to Oz|m.02sdp4
2094|Rocketeer, The|m.0f61tk
2095|Shaggy D.A., The|m.08qzsc
2096|Sleeping Beauty|m.0711k3
2097|Something Wicked This Way Comes|m.06w44l
2098|Son of Flubber|m.02703xl
2099|Song of the South|m.0gldy
2100|Splash|m.01xvjb
2101|Squanto: A Warrior's Tale|m.027n2fb
2102|Steamboat Willie|m.07bp0
2103|Tall Tale|m.03tflm
2104|Tex|m.03c9fx6
2105|Tron|m.01tdmp
2106|Swing Kids|m.051qyy
2107|Halloween: H20|m.03tb_8
2108|L.A. Story|m.04066p
2109|Jerk, The|m.018f9n
2110|Dead Men Don't Wear Plaid|m.0q05k
2111|Man with Two Brains, The|m.01cb7r
2112|Grand Canyon|m.07w_vt
2113|Graveyard Shift|m.05t05hj
2114|Outsiders, The|m.08xxwl
2115|Indiana Jones and the Temple of Doom|m.0k_9j
2116|Lord of the Rings, The|m.023cjg
2117|Nineteen Eighty-Four|m.03kp2l
2118|Dead Zone, The|m.02b0l5
2119|Maximum Overdrive|m.02dtms
2120|Needful Things|m.04n45_2
2121|Cujo|m.03bzrpp
2122|Children of the Corn|m.0dk1cw
2123|All Dogs Go to Heaven|m.02k7v1
2124|Addams Family, The|m.09y18f
2125|Ever After: A Cinderella Story|m.03dwqf
2126|Snake Eyes|m.05b2dn
2127|First Love, Last Rites|m.0b69ppk
2128|Safe Men|m.0bxcw5
2129|Saltmen of Tibet, The|m.0bggs5f
2130|Atlantic City|m.0qmfz
2131|Autumn Sonata (Höstsonaten )|m.01gw6b
2132|Who's Afraid of Virginia Woolf?|m.0286gm1
2133|Adventures in Babysitting|m.02rqd_
2134|Weird Science|m.01j_lt
2135|Doctor Dolittle|m.0p9pl
2136|Nutty Professor, The|m.02stxk
2137|Charlotte's Web|m.09_gvh
2138|Watership Down|m.03wh7z
2139|Secret of NIMH, The|m.02pynz
2140|Dark Crystal, The|m.01yz89
2141|American Tail, An|m.03vp54
2142|American Tail: Fievel Goes West, An|m.052_dz
2143|Legend|m.03q5db
2144|Sixteen Candles|m.032xrj
2145|Pretty in Pink|m.02bg6w
2146|St. Elmo's Fire|m.02v_mx
2147|Clan of the Cave Bear, The|m.053gml
2148|House|m.0bzpmy
2149|House II: The Second Story|m.0d4v4z
2150|Gods Must Be Crazy, The|m.01mrrd
2151|Gods Must Be Crazy II, The|m.025sq9n
2152|Air Bud: Golden Receiver|m.0cztlq
2153|Avengers, The|m.02ywwy
2154|How Stella Got Her Groove Back|m.07qzvf
2155|Slums of Beverly Hills, The|m.059mfz
2156|Best Man, The (Il Testimone dello sposo)|m.0b_jjr8
2157|Chambermaid on the Titanic, The|m.0gtx36r
2158|Henry: Portrait of a Serial Killer, Part 2|m.04j36hf
2159|Henry: Portrait of a Serial Killer|m.049y31
2160|Rosemary's Baby|m.02ptczs
2161|NeverEnding Story, The|m.085ccd
2162|NeverEnding Story II: The Next Chapter, The|m.08jblf
2163|Attack of the Killer Tomatoes!|m.01l73s
2164|Surf Nazis Must Die|m.08zqb6
2165|Your Friends and Neighbors|m.0gsvg9
2166|Return to Paradise|m.092nkx
2167|Blade|m.02djzj
2168|Dance with Me|m.02q93xw
2169|Dead Man on Campus|m.07yr62
2170|Wrongfully Accused|m.0625dx
2171|Next Stop, Wonderland|m.0c7z7q
2172|Strike! (a.k.a. All I Wanna Do, The Hairy Bird)|m.058jj8
2173|Navigator: A Mediaeval Odyssey, The|m.04_c19
2174|Beetlejuice|m.01qxc7
2175|Déjà Vu|m.0crh6qm
2176|Rope|m.0k0rf
2177|Family Plot|m.05cj_j
2178|Frenzy|m.02jr6k
2179|Topaz|m.01jr4j
2180|Torn Curtain|m.05b2jj
2181|Marnie|m.01n7qj
2182|Wrong Man, The|m.05d6xx
2183|Man Who Knew Too Much, The|m.075cph
2184|Trouble with Harry, The|m.02r_pp
2185|I Confess|m.045ddy
2186|Strangers on a Train|m.01mr29
2187|Stage Fright|m.01r7ny
2188|54|m.032yft
2189|I Married A Strange Person|m.0bn6jw
2190|Why Do Fools Fall In Love?|m.087kv6
2191|Merry War, A|m.09rjlzd
2192|See the Sea (Regarde la mer)|m.06c30v
2193|Willow|m.01hw5kk
2194|Untouchables, The|m.0b2v79
2195|Dirty Work|m.02q3pj
2196|Knock Off|m.0bjdfv
2197|Firelight|m.0fp_cq
2198|Modulations|m.0bxbdy_
2199|Phoenix|m.02vprcd
2200|Under Capricorn|m.05ddtv
2201|Paradine Case, The|m.01q65n
2202|Lifeboat|m.01n7sz
